Id,Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,Outcome,CallStart,CallEnd,Time of Connect,CarInsurance
223,41,manullgement,married,tertiary,0,472,1,0,cellular,10,jul,1,-1,0,,9.44.38 AM,9.57.41,0.13.03,0
224,28,blue-collar,married,secondary,0,-95,1,0,,13,may,1,-1,0,,4.57.01 AM,5.00.21,0.03.20,0
225,42,blue-collar,married,secondary,0,0,1,0,cellular,30,jan,2,-1,0,,12.29.50 PM,12.31.12,0.01.22,0
226,46,technician,married,secondary,0,179,0,1,,18,jun,1,-1,0,,5.06.35 AM,5.08.44,0.02.09,0
227,55,retired,divorced,tertiary,0,0,0,0,cellular,18,may,1,370,1,success,2.07.10 AM,2.17.26,0.10.16,1
228,26,student,single,tertiary,0,641,1,0,cellular,15,may,1,368,1,failure,5.04.03 AM,5.04.58,0.00.55,0
229,29,manullgement,single,tertiary,0,3041,1,0,cellular,8,may,3,-1,0,,9.04.51 AM,9.14.57,0.10.06,1
230,40,manullgement,divorced,tertiary,0,502,1,0,cellular,3,feb,4,270,3,other,1.22.49 AM,1.27.16,0.04.27,0
231,29,manullgement,single,tertiary,0,2531,0,0,cellular,19,aug,1,-1,0,,12.09.37 PM,12.20.11,0.10.34,1
232,33,technician,married,secondary,0,218,1,1,cellular,10,aug,1,161,4,failure,3.57.04 AM,3.59.46,0.02.42,0
233,43,technician,single,,0,11115,0,0,cellular,23,oct,1,74,2,success,3.38.46 AM,3.46.42,0.07.56,1
234,31,technician,married,secondary,0,-119,1,0,cellular,18,may,5,-1,0,,2.50.50 AM,2.50.59,0.00.09,0
235,27,technician,single,secondary,0,158,0,0,,1,jul,2,-1,0,,1.09.51 AM,1.20.41,0.10.50,1
236,40,entrepreneur,married,tertiary,0,70,0,0,cellular,20,nov,1,-1,0,,2.24.29 AM,2.25.26,0.00.57,0
237,58,admin.,married,secondary,0,3735,0,0,cellular,17,nov,2,-1,0,,3.30.33 AM,3.32.04,0.01.31,0
238,41,manullgement,married,tertiary,0,8553,1,0,cellular,12,aug,12,-1,0,,3.16.39 AM,3.21.43,0.05.04,0
239,40,technician,married,secondary,0,84,1,0,cellular,8,aug,3,-1,0,,5.26.28 AM,5.28.27,0.01.59,0
240,41,,single,,0,942,0,0,cellular,27,oct,1,188,1,success,4.39.43 AM,4.42.06,0.02.23,1
241,49,manullgement,married,tertiary,0,68,1,1,,19,may,3,-1,0,,9.18.22 AM,9.21.05,0.02.43,0
242,41,technician,married,secondary,0,459,1,0,,19,may,1,-1,0,,10.55.29 AM,10.57.11,0.01.42,0
243,57,technician,married,secondary,0,1070,0,0,,19,jun,1,-1,0,,5.18.00 AM,5.19.13,0.01.13,0
244,59,retired,married,primary,0,3400,1,0,cellular,5,aug,3,-1,0,,3.07.17 AM,3.15.52,0.08.35,1
245,48,blue-collar,married,secondary,0,1730,1,0,cellular,4,feb,1,178,2,failure,3.53.25 AM,4.01.34,0.08.09,1
246,46,technician,married,secondary,0,6993,1,0,cellular,17,apr,3,148,1,success,9.30.56 AM,9.36.22,0.05.26,0
247,44,blue-collar,married,,0,1529,1,0,cellular,30,apr,1,-1,0,,5.15.15 AM,5.21.02,0.05.47,1
248,48,manullgement,divorced,tertiary,0,-547,0,0,cellular,21,nov,2,-1,0,,11.33.59 AM,11.38.34,0.04.35,0
249,33,technician,married,secondary,0,168,1,0,,26,may,2,-1,0,,3.44.42 AM,3.48.40,0.03.58,0
250,33,admin.,divorced,tertiary,0,891,0,0,cellular,8,may,2,-1,0,,2.35.50 AM,2.42.28,0.06.38,1
251,37,manullgement,single,tertiary,0,-119,1,0,,11,jun,11,-1,0,,1.49.39 AM,1.55.54,0.06.15,0
252,39,blue-collar,married,,0,1181,1,0,cellular,30,jul,2,-1,0,,9.12.00 AM,9.22.50,0.10.50,1
253,39,self-employed,married,tertiary,0,2630,0,0,,12,jun,5,-1,0,,5.44.36 AM,5.55.27,0.10.51,1
254,24,unemployed,single,secondary,0,2696,0,0,cellular,7,sep,2,-1,0,,2.24.25 AM,2.26.12,0.01.47,0
255,58,blue-collar,married,primary,0,0,1,0,cellular,31,jul,25,-1,0,,12.45.22 PM,12.45.27,0.00.05,0
256,46,manullgement,divorced,tertiary,0,-130,1,0,cellular,24,mar,2,-1,0,,12.12.06 PM,12.14.30,0.02.24,1
257,39,services,single,secondary,0,-244,1,0,,8,may,2,-1,0,,9.12.25 AM,9.14.57,0.02.32,0
258,36,blue-collar,married,primary,0,711,1,0,,23,may,2,-1,0,,9.15.22 AM,9.17.56,0.02.34,0
259,43,blue-collar,married,secondary,0,184,0,1,cellular,16,jul,11,-1,0,,1.41.08 AM,1.58.07,0.16.59,1
260,35,blue-collar,single,tertiary,0,1830,0,0,cellular,14,oct,2,-1,0,,2.30.58 AM,2.33.44,0.02.46,0
261,48,blue-collar,married,primary,0,649,0,0,,19,jun,2,-1,0,,9.14.08 AM,9.16.24,0.02.16,0
262,48,technician,married,secondary,0,480,0,1,cellular,23,jul,1,-1,0,,9.50.56 AM,9.57.07,0.06.11,0
263,41,blue-collar,married,secondary,1,720,0,1,cellular,24,jul,1,-1,0,,5.16.09 AM,5.27.00,0.10.51,1
264,34,admin.,married,secondary,0,-33,1,1,cellular,10,jul,1,-1,0,,3.44.43 AM,4.00.44,0.16.01,1
265,32,entrepreneur,married,tertiary,0,762,0,0,cellular,19,jul,11,-1,0,,9.40.42 AM,9.43.49,0.03.07,1
266,51,admin.,married,secondary,0,1415,1,0,,2,jun,3,-1,0,,11.49.39 AM,11.52.10,0.02.31,0
267,47,self-employed,married,,0,14,1,0,cellular,15,may,1,-1,0,,4.57.49 AM,5.00.11,0.02.22,0
268,44,services,married,secondary,0,742,0,0,telephone,30,jul,5,-1,0,,10.10.18 AM,10.11.35,0.01.17,0
269,66,technician,married,secondary,0,0,0,0,cellular,6,feb,1,-1,0,,11.06.59 AM,11.19.30,0.12.31,1
270,61,blue-collar,married,primary,0,5,0,0,cellular,6,aug,2,94,3,success,1.54.28 AM,2.03.50,0.09.22,1
271,41,blue-collar,married,secondary,0,114,1,0,,2,jun,3,-1,0,,12.14.56 PM,12.16.18,0.01.22,0
272,38,entrepreneur,married,secondary,0,3249,1,0,,2,jun,1,-1,0,,3.25.20 AM,3.31.44,0.06.24,0
273,54,housemaid,married,tertiary,0,440,0,0,cellular,19,nov,1,-1,0,,5.23.00 AM,5.24.29,0.01.29,0
274,48,unemployed,divorced,secondary,0,201,0,0,cellular,10,feb,2,92,2,success,4.59.44 AM,5.06.30,0.06.46,1
275,44,manullgement,single,tertiary,0,1090,0,0,cellular,19,jul,4,532,2,other,3.09.06 AM,3.12.30,0.03.24,1
276,50,technician,married,secondary,0,-584,0,0,cellular,20,aug,2,-1,0,,2.14.52 AM,2.16.07,0.01.15,0
277,55,technician,married,secondary,0,2055,1,0,,16,may,4,-1,0,,9.46.04 AM,10.03.07,0.17.03,0
278,34,manullgement,married,tertiary,0,697,0,0,cellular,5,aug,1,-1,0,,11.02.47 AM,11.05.33,0.02.46,0
279,50,housemaid,divorced,primary,0,120,1,0,cellular,21,jul,1,-1,0,,12.52.02 PM,12.53.41,0.01.39,0
280,34,blue-collar,married,secondary,1,1,1,0,cellular,9,jul,1,-1,0,,9.50.00 AM,9.56.34,0.06.34,0
281,29,blue-collar,married,secondary,0,76,1,0,cellular,6,feb,3,-1,0,,12.19.39 PM,12.22.57,0.03.18,0
282,46,manullgement,married,secondary,1,-333,0,1,cellular,30,jul,2,-1,0,,5.58.16 AM,6.08.13,0.09.57,0
283,58,self-employed,divorced,tertiary,0,1382,0,0,,9,jun,1,-1,0,,10.40.48 AM,10.52.28,0.11.40,1
284,33,services,married,secondary,0,804,1,1,,8,may,1,-1,0,,1.00.52 AM,1.05.18,0.04.26,0
285,33,manullgement,single,tertiary,0,87,0,0,cellular,12,aug,1,-1,0,,3.39.09 AM,3.55.27,0.16.18,1
286,60,retired,divorced,secondary,0,514,0,0,cellular,15,oct,2,213,10,success,10.10.01 AM,10.13.08,0.03.07,1
287,45,blue-collar,married,secondary,0,0,0,0,cellular,14,aug,2,-1,0,,5.57.45 AM,6.01.20,0.03.35,0
288,31,student,single,tertiary,0,4951,0,0,cellular,17,sep,3,81,3,failure,4.11.40 AM,4.16.25,0.04.45,1
289,47,services,married,secondary,0,1160,1,0,cellular,3,feb,2,221,4,failure,10.13.10 AM,10.15.07,0.01.57,0
290,39,entrepreneur,married,tertiary,0,0,0,0,cellular,31,jul,3,-1,0,,3.25.23 AM,3.26.33,0.01.10,0
292,52,unemployed,married,secondary,0,105,0,0,cellular,20,nov,1,-1,0,,11.53.55 AM,11.55.31,0.01.36,0
293,30,admin.,married,secondary,0,166,0,0,,14,jun,1,-1,0,,5.58.00 AM,5.58.30,0.00.30,0
294,37,blue-collar,married,secondary,0,903,1,0,cellular,20,apr,1,-1,0,,3.41.00 AM,3.43.04,0.02.04,0
295,47,services,married,secondary,0,0,0,1,,20,jun,2,-1,0,,2.14.47 AM,2.15.38,0.00.51,0
296,34,admin.,single,tertiary,0,64,1,0,cellular,28,jul,2,-1,0,,10.02.04 AM,10.03.20,0.01.16,0
297,20,student,single,,0,457,0,0,cellular,16,jun,1,-1,0,,12.17.11 PM,12.20.45,0.03.34,0
298,25,self-employed,single,tertiary,0,42,1,0,cellular,5,jun,1,94,1,success,2.50.37 AM,2.53.06,0.02.29,1
299,25,admin.,single,tertiary,0,220,0,0,cellular,26,may,1,-1,0,,1.29.01 AM,1.30.09,0.01.08,0
300,23,services,single,secondary,0,279,1,0,cellular,18,may,1,370,1,failure,12.04.51 PM,12.18.54,0.14.03,1
301,48,entrepreneur,divorced,tertiary,0,275,0,1,,5,jun,1,-1,0,,9.25.42 AM,9.26.16,0.00.34,0
302,35,manullgement,married,tertiary,0,0,0,0,cellular,26,aug,2,-1,0,,3.56.11 AM,4.03.27,0.07.16,0
304,35,manullgement,married,tertiary,0,8,0,0,cellular,23,apr,3,-1,0,,2.02.03 AM,2.03.36,0.01.33,1
305,37,manullgement,married,tertiary,0,3737,0,0,cellular,7,jul,1,-1,0,,10.15.03 AM,10.18.47,0.03.44,1
306,35,technician,single,tertiary,0,147,0,0,cellular,21,aug,2,-1,0,,3.04.04 AM,3.06.18,0.02.14,0
307,44,entrepreneur,married,tertiary,0,1631,1,0,,6,may,2,-1,0,,9.57.25 AM,10.03.11,0.05.46,0
308,30,student,single,secondary,0,1779,0,0,cellular,11,aug,1,433,1,success,1.26.57 AM,1.30.50,0.03.53,1
309,32,manullgement,single,tertiary,0,933,1,0,cellular,12,may,4,307,1,failure,2.17.15 AM,2.19.42,0.02.27,0
310,19,student,single,secondary,0,394,0,0,cellular,5,apr,3,-1,0,,12.44.12 PM,12.49.39,0.05.27,1
311,58,retired,married,secondary,0,1227,0,0,cellular,2,feb,1,-1,0,,11.03.29 AM,11.08.06,0.04.37,0
312,29,manullgement,married,tertiary,0,805,0,0,cellular,28,jan,1,-1,0,,9.34.55 AM,9.36.05,0.01.10,0
313,25,student,single,,0,722,0,0,telephone,21,apr,2,-1,0,,3.14.38 AM,3.25.01,0.10.23,1
314,40,manullgement,married,tertiary,0,0,1,0,cellular,2,feb,1,-1,0,,3.39.54 AM,3.44.33,0.04.39,0
315,31,technician,single,secondary,0,46,0,0,cellular,27,aug,6,-1,0,,3.03.08 AM,3.08.21,0.05.13,0
316,47,admin.,divorced,secondary,0,555,1,1,telephone,17,oct,1,-1,0,,5.08.36 AM,5.16.34,0.07.58,1
317,59,services,divorced,secondary,0,1,1,0,cellular,28,jan,1,253,5,other,2.48.06 AM,2.58.08,0.10.02,1
318,42,blue-collar,married,secondary,0,3,1,0,telephone,20,nov,1,190,1,failure,5.46.43 AM,5.47.30,0.00.47,0
319,59,manullgement,divorced,tertiary,0,17056,1,0,cellular,20,nov,2,-1,0,,1.58.19 AM,2.06.09,0.07.50,0
320,38,technician,single,secondary,0,1255,1,0,cellular,6,may,1,170,4,failure,5.04.45 AM,5.06.45,0.02.00,0
321,33,services,married,secondary,0,386,0,0,cellular,12,nov,1,92,4,failure,3.17.15 AM,3.21.28,0.04.13,1
322,30,blue-collar,single,secondary,0,0,1,0,,5,may,2,-1,0,,5.54.15 AM,5.54.20,0.00.05,0
323,31,self-employed,married,tertiary,0,94,0,0,cellular,22,aug,2,-1,0,,10.11.55 AM,10.21.34,0.09.39,1
324,52,admin.,divorced,secondary,0,725,1,0,cellular,20,apr,3,325,1,other,5.55.50 AM,5.56.47,0.00.57,0
325,47,blue-collar,married,secondary,0,1568,1,0,cellular,19,feb,1,262,7,success,9.54.03 AM,10.00.31,0.06.28,1
326,27,self-employed,single,secondary,0,152,0,0,cellular,30,jul,3,-1,0,,1.56.47 AM,1.58.07,0.01.20,0
327,56,technician,married,secondary,0,28,1,0,,15,may,1,-1,0,,10.56.02 AM,10.59.58,0.03.56,0
328,31,technician,single,tertiary,0,438,1,0,cellular,20,nov,1,100,2,failure,3.06.18 AM,3.09.03,0.02.45,0
329,77,retired,married,primary,0,29340,0,0,cellular,15,mar,1,91,2,other,4.50.53 AM,4.55.10,0.04.17,1
330,29,manullgement,single,secondary,0,-105,1,0,,27,may,3,-1,0,,5.46.18 AM,5.46.23,0.00.05,0
331,27,blue-collar,single,secondary,0,535,0,0,cellular,16,aug,3,95,4,success,1.21.10 AM,1.25.35,0.04.25,1
332,44,blue-collar,married,secondary,0,797,1,0,cellular,17,apr,2,-1,0,,2.17.03 AM,2.21.09,0.04.06,0
334,46,manullgement,divorced,tertiary,0,1297,0,0,cellular,11,aug,3,-1,0,,9.34.05 AM,9.46.01,0.11.56,1
335,26,blue-collar,single,secondary,0,-46,1,0,,20,jun,7,-1,0,,12.42.28 PM,12.48.50,0.06.22,1
336,53,manullgement,married,,0,2240,1,0,cellular,2,jun,2,385,1,success,2.05.55 AM,2.10.37,0.04.42,1
337,20,student,single,,0,829,0,0,cellular,9,jul,2,-1,0,,1.52.09 AM,1.56.22,0.04.13,1
338,29,technician,single,secondary,0,110,1,0,cellular,13,apr,1,-1,0,,12.24.58 PM,12.42.14,0.17.16,1
339,38,admin.,married,secondary,0,47,1,0,cellular,4,may,5,-1,0,,3.17.54 AM,3.22.42,0.04.48,1
340,35,blue-collar,single,secondary,0,885,1,0,cellular,15,jul,6,-1,0,,12.40.47 PM,12.51.19,0.10.32,1
341,46,services,divorced,secondary,0,0,0,0,,20,jun,3,-1,0,,1.36.57 AM,1.54.00,0.17.03,1
342,32,blue-collar,married,secondary,0,536,1,0,,9,may,2,-1,0,,4.26.43 AM,4.30.11,0.03.28,0
343,52,technician,married,secondary,0,137,0,0,cellular,6,jul,2,-1,0,,4.31.45 AM,4.35.32,0.03.47,1
344,26,technician,single,tertiary,0,170,1,0,cellular,10,jul,1,-1,0,,12.02.15 PM,12.10.21,0.08.06,0
345,33,services,divorced,secondary,0,-297,1,0,,26,may,2,-1,0,,5.03.53 AM,5.06.35,0.02.42,0
346,30,technician,single,secondary,0,53,1,0,cellular,18,jul,5,-1,0,,3.31.18 AM,3.37.10,0.05.52,0
347,48,technician,single,secondary,0,1245,0,0,cellular,13,oct,1,134,1,other,4.43.48 AM,4.46.37,0.02.49,0
348,36,technician,married,secondary,0,480,0,0,cellular,20,oct,1,-1,0,,4.37.45 AM,4.41.18,0.03.33,1
349,35,manullgement,single,tertiary,0,1750,1,0,cellular,21,apr,3,-1,0,,2.07.49 AM,2.13.22,0.05.33,1
350,35,services,married,secondary,0,5,0,0,cellular,30,jul,2,-1,0,,3.23.16 AM,3.25.49,0.02.33,0
351,31,technician,married,secondary,0,4182,1,0,cellular,4,may,2,-1,0,,5.17.31 AM,5.23.18,0.05.47,1
352,39,blue-collar,divorced,secondary,0,241,1,0,cellular,18,jul,2,-1,0,,11.16.49 AM,11.18.46,0.01.57,0
353,33,self-employed,married,secondary,0,49,1,0,cellular,14,may,7,-1,0,,2.04.32 AM,2.07.22,0.02.50,0
354,57,retired,married,tertiary,0,0,0,0,cellular,12,aug,4,-1,0,,3.26.29 AM,3.28.25,0.01.56,0
355,30,technician,single,secondary,0,458,0,0,cellular,20,nov,7,-1,0,,2.16.30 AM,2.17.21,0.00.51,0
356,40,blue-collar,single,secondary,0,1101,1,0,,16,may,1,-1,0,,4.35.53 AM,4.39.27,0.03.34,0
357,36,blue-collar,married,tertiary,0,9,1,0,,18,jun,3,-1,0,,1.56.55 AM,1.58.47,0.01.52,0
358,36,blue-collar,single,primary,0,49,1,0,,8,may,1,-1,0,,12.16.51 PM,12.23.36,0.06.45,0
359,32,manullgement,married,secondary,0,625,1,0,cellular,2,jun,1,56,2,failure,3.53.38 AM,3.59.30,0.05.52,0
360,37,admin.,married,secondary,0,1110,1,0,telephone,22,jul,11,-1,0,,12.37.01 PM,12.50.23,0.13.22,1
361,44,blue-collar,married,secondary,0,138,1,0,,8,may,3,-1,0,,11.22.37 AM,11.27.20,0.04.43,0
362,27,student,single,secondary,0,3,0,0,cellular,28,jan,1,-1,0,,2.15.28 AM,2.17.39,0.02.11,0
363,50,blue-collar,married,primary,0,180,1,0,cellular,16,apr,2,-1,0,,10.54.28 AM,10.56.13,0.01.45,0
364,34,manullgement,single,tertiary,0,5086,0,0,cellular,25,may,4,-1,0,,1.24.47 AM,1.28.20,0.03.33,1
365,57,manullgement,married,primary,0,1052,1,0,,13,may,4,-1,0,,5.32.21 AM,5.36.08,0.03.47,0
366,40,services,married,,0,0,0,0,cellular,31,jul,34,-1,0,,9.59.46 AM,10.00.52,0.01.06,0
367,32,blue-collar,single,secondary,0,322,1,0,cellular,13,may,3,-1,0,,9.47.12 AM,9.51.05,0.03.53,0
368,33,technician,single,secondary,0,647,1,1,cellular,4,feb,1,273,1,other,2.17.39 AM,2.19.43,0.02.04,0
369,49,blue-collar,divorced,secondary,0,10613,0,1,cellular,4,feb,1,-1,0,,5.06.40 AM,5.27.06,0.20.26,1
370,54,technician,divorced,secondary,0,136,0,1,cellular,10,jul,4,-1,0,,12.23.12 PM,12.25.43,0.02.31,0
371,34,technician,single,tertiary,0,612,0,0,cellular,25,may,1,-1,0,,9.28.46 AM,9.30.17,0.01.31,0
372,28,unemployed,single,secondary,0,434,1,0,cellular,30,apr,1,-1,0,,2.57.00 AM,3.01.17,0.04.17,0
373,32,services,single,secondary,0,1168,1,0,cellular,16,nov,1,-1,0,,5.41.04 AM,5.47.55,0.06.51,1
374,41,admin.,divorced,secondary,0,4,1,0,cellular,5,feb,1,211,1,failure,11.41.49 AM,11.45.41,0.03.52,0
375,23,student,single,secondary,0,480,0,0,cellular,9,feb,2,182,1,failure,1.17.36 AM,1.29.58,0.12.22,1
376,64,retired,married,secondary,0,4787,0,0,cellular,28,apr,1,182,1,success,1.07.41 AM,1.14.13,0.06.32,1
377,38,blue-collar,married,secondary,0,2685,0,0,,20,jun,12,-1,0,,5.55.46 AM,5.56.08,0.00.22,0
378,26,admin.,single,secondary,0,187,0,0,cellular,30,jan,2,-1,0,,2.12.55 AM,2.16.41,0.03.46,0
379,38,technician,married,tertiary,0,216,0,0,cellular,19,aug,4,-1,0,,2.41.55 AM,2.44.16,0.02.21,0
380,53,services,married,secondary,0,-363,1,0,cellular,7,aug,2,-1,0,,1.46.59 AM,1.50.20,0.03.21,0
381,40,technician,divorced,secondary,0,93,0,0,cellular,2,feb,2,-1,0,,11.26.36 AM,11.28.39,0.02.03,0
382,39,services,married,secondary,0,3870,1,0,cellular,20,apr,1,-1,0,,10.05.52 AM,10.07.04,0.01.12,0
383,62,retired,married,secondary,0,298,0,0,cellular,17,nov,2,-1,0,,4.17.09 AM,4.28.58,0.11.49,1
384,35,technician,married,secondary,0,249,0,0,cellular,21,aug,8,-1,0,,3.21.11 AM,3.24.36,0.03.25,0
385,32,technician,single,tertiary,0,0,1,1,cellular,13,may,2,-1,0,,2.26.16 AM,2.33.36,0.07.20,1
386,57,admin.,married,secondary,0,1216,1,0,,8,may,6,-1,0,,12.29.36 PM,12.33.51,0.04.15,0
387,35,housemaid,married,tertiary,0,1265,1,0,cellular,15,may,5,179,4,failure,3.50.35 AM,3.56.01,0.05.26,1
388,45,blue-collar,single,secondary,0,143,0,0,,5,jun,1,-1,0,,12.49.45 PM,12.53.06,0.03.21,0
389,30,services,single,primary,0,0,1,1,cellular,19,nov,1,-1,0,,2.23.42 AM,2.35.08,0.11.26,1
390,36,services,married,secondary,0,4721,0,0,cellular,9,dec,3,-1,0,,4.50.56 AM,4.53.25,0.02.29,1
391,30,blue-collar,single,secondary,0,5909,1,0,cellular,18,may,2,-1,0,,5.15.16 AM,5.22.16,0.07.00,1
392,33,admin.,married,secondary,0,1737,0,0,cellular,14,aug,2,106,2,failure,3.22.17 AM,3.26.05,0.03.48,0
393,60,blue-collar,married,primary,0,1262,1,1,,13,may,1,-1,0,,4.28.24 AM,4.45.19,0.16.55,1
394,48,unemployed,married,primary,0,1849,1,0,,2,jun,3,-1,0,,5.30.25 AM,5.36.10,0.05.45,0
395,24,manullgement,married,,0,448,0,0,cellular,14,apr,1,-1,0,,12.06.36 PM,12.12.00,0.05.24,1
396,53,unemployed,divorced,secondary,0,0,0,0,,20,jun,2,-1,0,,2.36.03 AM,2.37.44,0.01.41,0
397,32,technician,married,secondary,0,221,1,0,,23,may,4,-1,0,,2.20.39 AM,2.24.23,0.03.44,0
398,26,manullgement,single,tertiary,0,157,1,0,cellular,30,jan,2,-1,0,,4.24.05 AM,4.25.23,0.01.18,0
399,34,blue-collar,divorced,secondary,0,882,0,1,telephone,20,oct,1,-1,0,,5.32.48 AM,5.33.12,0.00.24,0
400,31,admin.,single,secondary,0,3950,1,0,cellular,21,nov,1,-1,0,,9.25.09 AM,9.33.58,0.08.49,1
401,38,blue-collar,married,secondary,0,814,1,0,cellular,4,feb,1,-1,0,,2.11.47 AM,2.16.53,0.05.06,0
402,51,blue-collar,divorced,primary,0,-19,1,0,cellular,13,may,1,296,11,failure,2.58.27 AM,3.12.16,0.13.49,1
403,36,manullgement,married,tertiary,0,0,1,0,cellular,8,may,3,-1,0,,5.02.27 AM,5.07.35,0.05.08,1
404,24,admin.,single,tertiary,0,674,1,0,cellular,6,jul,1,-1,0,,11.47.51 AM,11.52.18,0.04.27,1
405,27,admin.,divorced,secondary,0,451,1,0,cellular,16,jul,1,-1,0,,4.47.31 AM,4.58.23,0.10.52,1
406,77,retired,married,,0,992,0,0,cellular,27,apr,2,182,2,failure,1.29.41 AM,1.32.08,0.02.27,0
407,31,manullgement,single,tertiary,0,0,0,0,cellular,21,aug,2,-1,0,,2.21.22 AM,2.25.25,0.04.03,0
408,45,services,divorced,secondary,0,608,1,1,cellular,7,may,3,323,30,failure,12.15.33 PM,12.34.28,0.18.55,1
409,33,services,married,secondary,0,387,1,0,cellular,7,apr,2,138,2,failure,4.09.55 AM,4.15.22,0.05.27,0
410,40,admin.,married,secondary,0,4775,0,0,cellular,15,sep,1,-1,0,,5.12.02 AM,5.15.37,0.03.35,1
411,35,manullgement,single,tertiary,0,62,1,0,cellular,5,may,4,15,3,success,11.37.44 AM,11.41.18,0.03.34,0
412,51,manullgement,married,tertiary,0,2704,1,0,telephone,21,jul,1,-1,0,,9.39.42 AM,9.47.05,0.07.23,0
413,41,blue-collar,married,primary,0,-75,1,0,cellular,18,may,1,-1,0,,1.19.32 AM,1.21.27,0.01.55,0
414,35,manullgement,single,tertiary,0,-324,0,1,cellular,21,jul,11,-1,0,,5.56.02 AM,6.12.27,0.16.25,1
415,71,retired,divorced,primary,0,1729,0,0,cellular,17,nov,2,-1,0,,5.45.43 AM,5.53.19,0.07.36,1
416,55,unemployed,divorced,secondary,0,387,1,0,,6,may,1,-1,0,,10.29.23 AM,10.44.41,0.15.18,1
417,42,manullgement,divorced,tertiary,0,9,1,0,cellular,21,jul,1,-1,0,,2.24.03 AM,2.32.32,0.08.29,0
418,29,manullgement,married,tertiary,0,0,1,0,cellular,6,may,2,-1,0,,9.55.45 AM,10.06.52,0.11.07,1
419,33,blue-collar,single,,0,129,1,1,cellular,30,apr,1,161,1,failure,5.03.14 AM,5.11.16,0.08.02,1
420,32,admin.,single,secondary,0,678,1,0,cellular,4,feb,1,246,4,failure,1.02.51 AM,1.29.10,0.26.19,1
421,51,manullgement,married,tertiary,0,19313,0,0,telephone,21,nov,1,-1,0,,12.01.46 PM,12.02.22,0.00.36,0
422,32,manullgement,single,tertiary,0,2551,1,0,cellular,21,jul,3,-1,0,,3.16.01 AM,3.26.39,0.10.38,1
423,64,retired,married,,0,2923,0,0,cellular,12,mar,1,-1,0,,9.04.42 AM,9.06.42,0.02.00,0
424,32,blue-collar,married,primary,0,0,1,0,cellular,11,may,3,-1,0,,3.46.58 AM,3.49.08,0.02.10,0
425,54,blue-collar,divorced,primary,0,2062,1,0,,14,may,2,-1,0,,10.39.02 AM,10.46.20,0.07.18,0
426,38,manullgement,married,tertiary,0,119,1,0,,13,may,4,-1,0,,3.07.56 AM,3.17.24,0.09.28,1
427,26,technician,single,secondary,0,1231,1,0,cellular,4,sep,1,93,7,success,12.39.15 PM,12.43.05,0.03.50,1
428,58,manullgement,divorced,tertiary,0,108,0,0,cellular,12,aug,4,-1,0,,1.28.54 AM,1.32.45,0.03.51,0
429,33,manullgement,married,tertiary,0,1047,0,0,cellular,8,aug,4,-1,0,,10.00.16 AM,10.08.48,0.08.32,1
430,29,housemaid,single,tertiary,0,19,0,0,cellular,3,dec,1,230,1,success,2.52.11 AM,2.56.45,0.04.34,1
431,31,admin.,married,secondary,0,33,1,0,cellular,5,may,2,-1,0,,4.12.23 AM,4.17.13,0.04.50,0
432,35,technician,single,secondary,0,204,1,0,cellular,25,may,1,-1,0,,4.29.42 AM,4.33.38,0.03.56,1
433,45,admin.,married,secondary,0,0,0,1,telephone,15,jul,3,-1,0,,1.28.12 AM,1.37.05,0.08.53,1
434,34,manullgement,single,tertiary,0,808,0,0,cellular,26,may,2,97,1,other,2.58.26 AM,3.04.42,0.06.16,0
435,33,admin.,single,tertiary,0,272,1,0,cellular,1,sep,2,92,3,success,10.30.11 AM,10.35.04,0.04.53,1
436,32,services,married,secondary,0,983,1,0,cellular,20,nov,2,133,1,failure,4.57.59 AM,5.06.19,0.08.20,1
437,53,technician,married,tertiary,0,3177,0,0,cellular,8,aug,2,-1,0,,4.44.45 AM,4.46.17,0.01.32,0
438,45,blue-collar,married,secondary,0,-258,1,0,telephone,20,apr,5,-1,0,,5.58.13 AM,6.04.37,0.06.24,0
439,40,blue-collar,married,primary,0,669,1,0,,26,may,3,-1,0,,12.21.06 PM,12.23.47,0.02.41,0
440,45,blue-collar,married,primary,0,121,0,0,cellular,29,aug,11,-1,0,,3.04.14 AM,3.05.47,0.01.33,0
441,43,manullgement,married,tertiary,0,62,1,0,cellular,23,jul,3,-1,0,,10.06.30 AM,10.10.02,0.03.32,0
442,39,housemaid,married,primary,0,34,1,0,cellular,14,jul,3,-1,0,,3.55.57 AM,4.02.14,0.06.17,0
443,31,technician,single,tertiary,0,208,0,0,cellular,12,aug,7,-1,0,,1.06.20 AM,1.28.44,0.22.24,1
444,53,blue-collar,married,primary,0,0,0,0,cellular,21,aug,1,-1,0,,5.18.41 AM,5.21.56,0.03.15,0
445,32,manullgement,divorced,tertiary,0,948,0,0,cellular,12,aug,2,-1,0,,2.03.33 AM,2.06.57,0.03.24,0
446,42,manullgement,married,tertiary,0,2,1,1,telephone,4,may,9,-1,0,,2.47.04 AM,2.52.40,0.05.36,0
447,41,technician,single,secondary,0,169,1,0,cellular,12,may,2,-1,0,,5.55.22 AM,5.57.18,0.01.56,0
448,35,blue-collar,married,secondary,0,913,1,0,cellular,17,apr,2,-1,0,,5.04.57 AM,5.17.15,0.12.18,0
